loss,acc,val_loss,val_acc
0.2576795816421509,0.4720284640789032,0.16916994750499725,0.42700207233428955
0.1367214024066925,0.448618620634079,0.08774437010288239,0.3687655031681061
0.08986594527959824,0.5824900269508362,0.08874155580997467,0.2985909879207611
0.0693427324295044,0.5933340191841125,0.07957424968481064,0.37370234727859497
0.05932306870818138,0.6222735047340393,0.07906431704759598,0.5541157126426697
0.05327294394373894,0.6432415246963501,0.0743345394730568,0.5568850040435791
0.05140327289700508,0.6619436740875244,0.07387013733386993,0.42520442605018616
0.05010318011045456,0.6534607410430908,0.07105367630720139,0.5753328800201416
0.047013167291879654,0.6668429374694824,0.06812481582164764,0.5446693897247314
0.04478313773870468,0.6749930381774902,0.06605653464794159,0.583763599395752
0.04332521930336952,0.686847448348999,0.06458569318056107,0.6148863434791565
0.04345568269491196,0.6946457624435425,0.06438598036766052,0.5805631875991821
0.0436997152864933,0.6909803152084351,0.06411860138177872,0.5272273421287537
0.04218214377760887,0.6934182047843933,0.06279593706130981,0.5450021624565125
0.04237911477684975,0.6884994506835938,0.061253610998392105,0.5707681179046631
0.04030734300613403,0.6941484808921814,0.06035192310810089,0.609588623046875
0.04064721614122391,0.7115924954414368,0.06132100895047188,0.557762086391449
0.03880340978503227,0.7074219584465027,0.05983120948076248,0.6037947535514832
0.03969578817486763,0.7046000957489014,0.05741537734866142,0.6082457304000854
0.03913135826587677,0.72197026014328,0.05911282077431679,0.5252501964569092
0.03923848643898964,0.7113018035888672,0.05842645466327667,0.6290907859802246
0.04134402051568031,0.6685459017753601,0.05741161108016968,0.5803014636039734
0.039973411709070206,0.7114850282669067,0.055685870349407196,0.6321219801902771
0.03773476555943489,0.7280558347702026,0.05416608974337578,0.5937801003456116
0.03802338242530823,0.7200417518615723,0.052081458270549774,0.6289045810699463
0.03915920481085777,0.7120196223258972,0.05365266650915146,0.5457361340522766
0.03696675971150398,0.7141558527946472,0.052816469222307205,0.6778551340103149
0.03672194853425026,0.7219743728637695,0.054530054330825806,0.6081796884536743
0.035472504794597626,0.7464264631271362,0.04964078217744827,0.6299987435340881
0.035165827721357346,0.7381360530853271,0.05093107372522354,0.6280534267425537
0.03531329333782196,0.7326829433441162,0.050267092883586884,0.588935911655426
0.035118840634822845,0.7418102622032166,0.050184234976768494,0.6091940402984619
0.03494465723633766,0.7385554909706116,0.048647720366716385,0.6269519925117493
0.03501778841018677,0.729282021522522,0.04799429699778557,0.6037642359733582
0.03517462685704231,0.7180773019790649,0.05140579119324684,0.6305292248725891
0.03483623266220093,0.7222083806991577,0.05152742937207222,0.6513113975524902
0.03467279672622681,0.7398925423622131,0.052023082971572876,0.5827200412750244
0.035976532846689224,0.7098965644836426,0.04760415852069855,0.7225581407546997
0.035759687423706055,0.720341145992279,0.04876416176557541,0.6682482957839966
0.03326990082859993,0.7559869289398193,0.045161567628383636,0.7009527087211609
0.03287070244550705,0.7667062282562256,0.04566344991326332,0.6209575533866882
0.032841186970472336,0.7573773264884949,0.04334118589758873,0.6458633542060852
0.03320283442735672,0.7415828108787537,0.044049222022295,0.6645143628120422
0.032544732093811035,0.7545592784881592,0.04165365919470787,0.6657510995864868
0.03284158930182457,0.7432134747505188,0.042355120182037354,0.7210648655891418
0.032702866941690445,0.7610034942626953,0.04290064424276352,0.6715584397315979
0.0332011915743351,0.7338250279426575,0.04277808964252472,0.7223562002182007
0.03215447813272476,0.7604023814201355,0.042720139026641846,0.7005126476287842
0.03202313184738159,0.7638460993766785,0.04005400836467743,0.7218914031982422
0.03218225762248039,0.7521178126335144,0.042755115777254105,0.7181282639503479
