loss,psnr,SSIM,val_loss,val_psnr,val_SSIM
77.29755401611328,11.759967803955078,0.12277443706989288,66.01974487304688,14.188857078552246,0.4160272777080536
60.90708923339844,15.618003845214844,0.21382610499858856,51.211181640625,14.981404304504395,0.46666181087493896
46.81659698486328,17.228084564208984,0.25180912017822266,38.54786682128906,16.082115173339844,0.4488593339920044
34.84473419189453,18.57129669189453,0.322207510471344,27.93037223815918,17.418960571289062,0.49585023522377014
24.908414840698242,19.282573699951172,0.39121174812316895,19.34093475341797,17.696638107299805,0.5252675414085388
16.991878509521484,19.83431053161621,0.41499191522598267,12.774980545043945,18.465450286865234,0.5541014671325684
11.081270217895508,20.560001373291016,0.4639958441257477,8.187697410583496,18.590970993041992,0.5565340518951416
7.173498153686523,21.085351943969727,0.5085557699203491,5.633816719055176,18.881183624267578,0.5541858077049255
5.238701343536377,21.399465560913086,0.5414189696311951,4.3859028816223145,18.997631072998047,0.5782586336135864
3.842480182647705,21.728160858154297,0.5717304944992065,2.8117358684539795,19.209558486938477,0.5817388892173767
2.4239540100097656,21.995555877685547,0.5804325342178345,1.8254327774047852,19.320964813232422,0.5823628902435303
1.7301474809646606,22.108875274658203,0.5929731130599976,1.5982850790023804,19.529342651367188,0.5742655396461487
1.445649266242981,22.365772247314453,0.612311065196991,1.1823996305465698,19.625621795654297,0.5688145160675049
1.0845643281936646,22.58685874938965,0.6241348385810852,0.9244248270988464,19.799297332763672,0.5645869970321655
0.8517957925796509,22.72386360168457,0.6325229406356812,0.7660509943962097,19.891056060791016,0.5723414421081543
0.7361194491386414,22.947845458984375,0.6420883536338806,0.6645708680152893,19.96698760986328,0.5721341967582703
0.6315079927444458,23.088491439819336,0.6519423723220825,0.6065664887428284,20.154743194580078,0.5667679309844971
0.584109902381897,23.126367568969727,0.6583338975906372,0.554745078086853,20.14617919921875,0.5764626264572144
0.5357568264007568,23.211828231811523,0.6660172343254089,0.5233644843101501,20.377552032470703,0.5767545700073242
0.5095142126083374,23.370548248291016,0.6688685417175293,0.5038983821868896,20.393423080444336,0.5811289548873901
0.4969587028026581,23.462039947509766,0.6768039464950562,0.4862690269947052,20.61240005493164,0.5781879425048828
0.48241090774536133,23.53757667541504,0.6837542653083801,0.48424068093299866,20.719327926635742,0.5834113359451294
0.4783806800842285,23.77507209777832,0.6881585121154785,0.4779476523399353,20.750465393066406,0.5824334621429443
0.46595558524131775,23.956531524658203,0.694990336894989,0.46903929114341736,20.88156509399414,0.5835940837860107
0.46199631690979004,23.82575798034668,0.6998514533042908,0.4668067395687103,20.998451232910156,0.5862023830413818
0.4681090712547302,24.021055221557617,0.7072332501411438,0.46792250871658325,21.10986328125,0.5822520852088928
0.4680263102054596,23.96705436706543,0.7074851393699646,0.4729004502296448,21.224308013916016,0.5907372236251831
0.4662320017814636,24.150920867919922,0.7116798162460327,0.46308761835098267,21.30379867553711,0.5895513892173767
0.46202319860458374,24.076717376708984,0.7118946313858032,0.45866721868515015,21.39407730102539,0.594549298286438
0.45639243721961975,24.296560287475586,0.7218602895736694,0.46980735659599304,21.44979476928711,0.5953205823898315
0.46082669496536255,24.25258445739746,0.7218498587608337,0.4637047350406647,21.59689712524414,0.5945093631744385
0.4597131609916687,24.34738540649414,0.7233115434646606,0.457822322845459,21.65664291381836,0.5974866151809692
0.4630112051963806,24.308273315429688,0.7279708981513977,0.4606502950191498,21.810997009277344,0.5959426760673523
0.4615913927555084,24.351234436035156,0.7274813652038574,0.46699777245521545,21.87342071533203,0.5969791412353516
0.4648354947566986,24.56982421875,0.730573296546936,0.4683287739753723,21.94150161743164,0.6053575277328491
0.4594844877719879,24.530752182006836,0.73102205991745,0.46203091740608215,22.04074478149414,0.606951117515564
0.45972737669944763,24.43906021118164,0.7336669564247131,0.4609440565109253,22.17647933959961,0.6070413589477539
0.4593971371650696,24.601177215576172,0.7350674867630005,0.465389221906662,22.2650146484375,0.6029082536697388
0.4633219540119171,24.78742027282715,0.7456239461898804,0.4599166810512543,22.339679718017578,0.6072404980659485
0.46075087785720825,24.813133239746094,0.7493827939033508,0.4607580304145813,22.32625961303711,0.608527421951294
0.45565271377563477,24.753860473632812,0.7483920454978943,0.4660719633102417,22.514080047607422,0.6043114066123962
0.45859599113464355,24.749675750732422,0.7463101148605347,0.467646062374115,22.62135887145996,0.6108098030090332
