loss,acc,val_loss,val_acc
0.26025035977363586,0.3180422782897949,0.16777481138706207,0.3268771171569824
0.14556407928466797,0.47674626111984253,0.10518201440572739,0.22362568974494934
0.09267915040254593,0.5395928621292114,0.09392786771059036,0.266654908657074
0.0751824676990509,0.606998860836029,0.09147342294454575,0.31833499670028687
0.0656336322426796,0.6219768524169922,0.08892462402582169,0.38949015736579895
0.060988593846559525,0.6485667824745178,0.08599763363599777,0.3242059350013733
0.056856583803892136,0.643890917301178,0.08575989305973053,0.4595213234424591
0.0545213483273983,0.6559637784957886,0.08362475782632828,0.502487301826477
0.05531821399927139,0.658046543598175,0.081105537712574,0.3862325847148895
0.05169277638196945,0.6609480977058411,0.0830007866024971,0.5458317399024963
0.051473431289196014,0.6679454445838928,0.0776941180229187,0.449177086353302
0.049244530498981476,0.6586440801620483,0.07866431772708893,0.581749439239502
0.04888470470905304,0.6537874341011047,0.07424107939004898,0.5180525779724121
0.04713613539934158,0.6737799048423767,0.07497861236333847,0.5864455103874207
0.04871450737118721,0.6460095047950745,0.08132702112197876,0.5789283514022827
0.0496334470808506,0.6662864685058594,0.07522138208150864,0.6599652171134949
0.04783889278769493,0.6545758843421936,0.07112297415733337,0.43440335988998413
0.04435272887349129,0.6775375008583069,0.06881770491600037,0.6417500376701355
0.04520731419324875,0.6628144979476929,0.06881944835186005,0.6303076148033142
0.044827044010162354,0.6828798651695251,0.06666389852762222,0.5928521752357483
0.045037299394607544,0.6714850664138794,0.07024034112691879,0.5814741253852844
0.044539451599121094,0.698525607585907,0.06687062233686447,0.6470270156860352
0.04287338629364967,0.6881622672080994,0.06311623007059097,0.5530909895896912
0.04030974954366684,0.7179985046386719,0.06463392823934555,0.6671603918075562
0.041587136685848236,0.6968194246292114,0.06434236466884613,0.6357529759407043
0.041708480566740036,0.7055618166923523,0.06317216157913208,0.6947538256645203
0.04142363369464874,0.6906813979148865,0.06163473054766655,0.6072530150413513
0.04076800122857094,0.7072418928146362,0.06231003627181053,0.5978881120681763
0.04241665452718735,0.686891496181488,0.05980818718671799,0.5798954367637634
0.040897686034440994,0.6872310042381287,0.06421848386526108,0.6923686861991882
0.04134785756468773,0.7000594139099121,0.05637310445308685,0.5971639752388
0.039102453738451004,0.7113468647003174,0.05782768875360489,0.7108370661735535
0.037847165018320084,0.71905517578125,0.056870099157094955,0.7058601975440979
0.03815621882677078,0.714592456817627,0.057125382125377655,0.6604388356208801
0.03720518946647644,0.7317007780075073,0.053052760660648346,0.6445106267929077
0.03589171916246414,0.738132894039154,0.053821858018636703,0.7027258276939392
0.036248862743377686,0.7477986216545105,0.05231297016143799,0.6504960060119629
0.03753596916794777,0.7053413391113281,0.052578531205654144,0.7040951251983643
0.036319486796855927,0.7335015535354614,0.050258051604032516,0.6554366946220398
0.03617290034890175,0.7284323573112488,0.04947861284017563,0.7253841161727905
0.03442882373929024,0.7418733239173889,0.05115538090467453,0.7304346561431885
0.034095268696546555,0.7549189925193787,0.04854602366685867,0.6914980411529541
0.03553945943713188,0.7499711513519287,0.050175707787275314,0.7114543914794922
0.03420436754822731,0.7673432230949402,0.04729056358337402,0.7105703949928284
0.03478928282856941,0.7382522821426392,0.04655461013317108,0.737754225730896
0.03487032279372215,0.7482622861862183,0.0457727275788784,0.6366949081420898
0.03439060598611832,0.747776448726654,0.045482806861400604,0.7268310189247131
0.03375903144478798,0.7562482953071594,0.04643533006310463,0.7541374564170837
0.03424883633852005,0.748081386089325,0.044871944934129715,0.7838573455810547
0.033218517899513245,0.7805635929107666,0.04329648241400719,0.7032520771026611
0.034007783979177475,0.744659960269928,0.04284315183758736,0.7414529323577881
0.03393459692597389,0.7530146837234497,0.042369257658720016,0.7668622732162476
0.034288108348846436,0.7445554137229919,0.041014403104782104,0.7356354594230652
0.03469381481409073,0.7462608814239502,0.04188647121191025,0.7854139804840088
0.03421409800648689,0.746334433555603,0.03923077508807182,0.7403935194015503
0.033621277660131454,0.75511234998703,0.040317509323358536,0.7986488938331604
0.03350105136632919,0.7449736595153809,0.039732690900564194,0.7893770337104797
0.03209228068590164,0.7833760976791382,0.038328539580106735,0.7862946391105652
0.03255629539489746,0.7675827741622925,0.03786126524209976,0.7900084257125854
0.03240758180618286,0.759070873260498,0.038444891571998596,0.7894303798675537
0.03202899172902107,0.7543006539344788,0.03878984972834587,0.8065993189811707
0.032551851123571396,0.7654712796211243,0.035593464970588684,0.7369444966316223
0.032161518931388855,0.7511477470397949,0.03788074105978012,0.7686585783958435
0.03180698677897453,0.7697969079017639,0.03546391427516937,0.7947205305099487
0.030828865244984627,0.7776317596435547,0.03451306372880936,0.7589689493179321
0.03111419267952442,0.768963634967804,0.03467751666903496,0.7577490210533142
0.030675258487462997,0.7829100489616394,0.03372979164123535,0.7423157095909119
0.03127818927168846,0.7746301293373108,0.03280220553278923,0.7715020775794983
0.030925417318940163,0.7773562669754028,0.03315959870815277,0.7180635929107666
0.03125543147325516,0.7728208899497986,0.033506833016872406,0.6846565008163452
0.030270645394921303,0.7855905890464783,0.03314030542969704,0.6973441243171692
0.030343996360898018,0.7761482000350952,0.0324336476624012,0.7486103177070618
0.03014327771961689,0.7857236266136169,0.03220541030168533,0.6994771361351013
0.030298393219709396,0.7615649700164795,0.03516295179724693,0.7899153232574463
0.03076879121363163,0.7773482203483582,0.032418008893728256,0.7963150143623352
0.031522903591394424,0.7786106467247009,0.03334924578666687,0.6878169775009155
0.031416721642017365,0.7510067224502563,0.03352072834968567,0.8407628536224365
0.03161698952317238,0.7716507911682129,0.03480552136898041,0.6315199732780457
0.03102867864072323,0.7762718200683594,0.03203577920794487,0.8106626868247986
0.030334945768117905,0.7792149186134338,0.03133899345993996,0.743493378162384
0.030892280861735344,0.7778778076171875,0.03468265384435654,0.607479453086853
0.03146770969033241,0.7502087950706482,0.03324173763394356,0.8317864537239075
0.030253024771809578,0.7888232469558716,0.03128231316804886,0.7149755358695984
0.03030453622341156,0.7857266664505005,0.03556402772665024,0.6219007968902588
0.030472490936517715,0.7617264986038208,0.030585261061787605,0.8342963457107544
0.029780983924865723,0.7986768484115601,0.030125100165605545,0.7493815422058105
0.028944700956344604,0.7998827695846558,0.03185829520225525,0.7582458853721619
0.029855171218514442,0.773960530757904,0.03030153550207615,0.7541757822036743
0.030268236994743347,0.7513055801391602,0.029605140909552574,0.791714608669281
0.029880419373512268,0.770007848739624,0.02986299991607666,0.787586510181427
0.029138850048184395,0.7863472104072571,0.030679158866405487,0.7470014691352844
0.02960277907550335,0.7838729619979858,0.029731670394539833,0.7406045794487
0.029672250151634216,0.7871376872062683,0.030100161209702492,0.7872397899627686
0.029315350577235222,0.8015193343162537,0.029495134949684143,0.7290432453155518
0.029515042901039124,0.7916439771652222,0.03049979917705059,0.7177034020423889
0.028341857716441154,0.8037095069885254,0.03022177517414093,0.696770191192627
0.028882095590233803,0.7848659157752991,0.030615193769335747,0.7512413263320923
0.029201431199908257,0.7870125770568848,0.03181168809533119,0.8409491777420044
0.02914317138493061,0.7934651374816895,0.029602956026792526,0.854911744594574
0.028527455404400826,0.7960106134414673,0.028819212689995766,0.8146944642066956
0.028033196926116943,0.8013797998428345,0.028438130393624306,0.843512237071991
0.0278447438031435,0.8070381283760071,0.02874878980219364,0.8271302580833435
0.027828359976410866,0.8158907890319824,0.031688131392002106,0.6972644925117493
0.028165291994810104,0.8058592677116394,0.030219899490475655,0.7205598950386047
0.028484143316745758,0.7983813881874084,0.02961566299200058,0.7995431423187256
0.028075000271201134,0.8126847743988037,0.029208270832896233,0.8485985994338989
0.02837655507028103,0.8165043592453003,0.02895512804389,0.830966591835022
