loss,val_loss
0.20276451110839844,0.13400810956954956
0.08621343970298767,0.05526256188750267
0.04681891202926636,0.047783203423023224
0.040068600326776505,0.0393107533454895
0.03637799993157387,0.037928156554698944
0.03543934226036072,0.03638962283730507
0.032437652349472046,0.033501215279102325
0.031103739514946938,0.032675839960575104
0.030290907248854637,0.031756289303302765
0.029679514467716217,0.03940502554178238
0.030663346871733665,0.03335583582520485
0.029761293902993202,0.03276251628994942
0.02934611774981022,0.030440226197242737
0.028325170278549194,0.03023204393684864
0.027988508343696594,0.030072525143623352
0.027693558484315872,0.029759129509329796
0.02737993188202381,0.029931548982858658
0.027250859886407852,0.029345136135816574
0.02688657119870186,0.029069678857922554
0.026653403416275978,0.02891463227570057
0.02687772549688816,0.028551777824759483
0.026106592267751694,0.027747085317969322
0.02614923194050789,0.027920765802264214
0.026130614802241325,0.0266552921384573
0.024171261116862297,0.025534285232424736
0.02375783585011959,0.0348096638917923
0.026992231607437134,0.0280604287981987
0.024052642285823822,0.025540005415678024
0.023238053545355797,0.024299656972289085
0.02243543416261673,0.02425284869968891
0.022379109635949135,0.02401677705347538
0.021994566544890404,0.023498352617025375
0.021641861647367477,0.02330462448298931
0.021633589640259743,0.023847954347729683
0.021454807370901108,0.022838512435555458
0.021171722561120987,0.022934462875127792
0.021123714745044708,0.022648150101304054
0.020954079926013947,0.022593079134821892
0.022599704563617706,0.023221349343657494
0.0211016945540905,0.022485705092549324
0.020759111270308495,0.02386963553726673
0.021333077922463417,0.022498756647109985
0.02106812223792076,0.024089151993393898
0.02101263776421547,0.022243043407797813
0.02042323164641857,0.0224253349006176
0.020396141335368156,0.022218605503439903
0.020230475813150406,0.02216503582894802
0.020099889487028122,0.023693053051829338
0.021499309688806534,0.022364823147654533
0.020132986828684807,0.021846454590559006
